layer,index,active_frequency,mean_activation,max_activation,outgoing_abs_sum,activation_score
H1,31,0.5567271931743601,0.06574306637048721,0.7714846134185791,30.048831939697266,1.975502371788025
H1,32,0.7871450448479544,0.1336461752653122,1.0401504039764404,29.528350830078125,3.9463510513305664
H1,33,0.6738219208050755,0.07688664644956589,0.9153465032577515,28.871843338012695,2.2198591232299805
H1,34,0.08518923649092103,0.009309188462793827,0.6314459443092346,58.46440887451172,0.5442562103271484
H1,35,0.46145701159483704,0.09823960810899734,2.1288416385650635,51.81626510620117,5.090409755706787
H1,36,0.5026646248085758,0.1696796864271164,1.829760193824768,20.519794464111328,3.4817922115325928
H1,37,0.6715904616057755,0.1336446851491928,0.9550972580909729,30.346736907958984,4.055680274963379
H1,38,0.651866112448042,0.12641040980815887,0.672522783279419,20.725482940673828,2.6199166774749756
H1,39,0.8088733318748633,0.11773765832185745,0.6805355548858643,20.7249755859375,2.440110206604004
H1,40,0.7795668343907242,0.23306411504745483,0.8124911785125732,12.430463790893555,2.897094964981079
H1,41,0.022043316560927586,0.0015572794945910573,0.882310152053833,109.95269775390625,0.1712270826101303
H1,42,0.9983285933056224,0.31499433517456055,0.7047187685966492,12.75426959991455,4.017522811889648
H1,43,0.3505841172609932,0.04496840387582779,0.8031119108200073,31.84565544128418,1.4320483207702637
H1,44,0.9758039816232772,0.24264292418956757,0.9608558416366577,22.91715431213379,5.560685157775879
H1,45,0.9187923867862612,0.11003175377845764,0.399305135011673,13.149803161621094,1.446895956993103
H1,46,0.08959964996718442,0.01642320305109024,0.5225958228111267,55.15530014038086,0.9058266878128052
H1,47,0.648252023627215,0.08006084710359573,0.8281216621398926,25.640016555786133,2.0527615547180176
H1,48,0.33336250273463136,0.021777000278234482,0.9314913153648376,57.382503509521484,1.2496187686920166
H1,49,0.38111572959964995,0.0892530009150505,1.3944244384765625,95.62084197998047,8.534446716308594
H1,50,0.5090614745132356,0.08489532023668289,0.7267628908157349,23.54831314086914,1.9991415739059448
H1,51,0.9997724786698753,0.3723503053188324,1.2444348335266113,8.427705764770508,3.13805890083313
H1,52,0.9868650185954934,0.21513813734054565,0.8030192852020264,24.602296829223633,5.2928924560546875
H1,53,0.0046291839859986875,0.00030466163298115134,0.2908152639865875,156.57366943359375,0.047701988369226456
H1,54,0.7004069131481077,0.1458107829093933,0.8637294769287109,34.411075592041016,5.017505645751953
H1,55,0.5887026908772698,0.13965754210948944,0.7549459934234619,22.62788963317871,3.1601555347442627
H1,56,0.8876919711222927,0.2442600131034851,1.4640696048736572,25.135498046875,6.139596939086914
H1,57,0.3430846641872676,0.10342252999544144,0.9935458302497864,34.14682388305664,3.531550884246826
H1,58,0.7259418070444104,0.3282769024372101,1.3645075559616089,16.94649887084961,5.563144207000732
H1,59,0.7900153139356815,0.11102456599473953,0.5592664480209351,26.085094451904297,2.8960862159729004
H1,60,0.4030890395974623,0.04630844295024872,1.4161659479141235,37.03034591674805,1.7148176431655884
H1,61,0.8729555895865238,0.23584617674350739,1.1883593797683716,26.815086364746094,6.324235439300537
H1,62,0.5710172828702691,0.05092545971274376,0.9976236820220947,24.014324188232422,1.222940444946289
H1,63,0.10739006781885801,0.0035186433233320713,0.2192687839269638,40.232078552246094,0.1415623277425766
H1,64,0.41161233865674907,0.07641108334064484,0.7251742482185364,37.49443054199219,2.864989995956421
H1,65,0.1446423102165828,0.01600842922925949,0.708893895149231,32.42518997192383,0.5190763473510742
H1,66,0.9280420039378692,0.15313720703125,0.5546162128448486,15.744248390197754,2.4110302925109863
H1,67,0.02123824108510173,0.0037323166616261005,0.4440028667449951,87.38715362548828,0.32615652680397034
H1,68,0.7470400350032815,0.11709657311439514,1.0697805881500244,21.510812759399414,2.5188424587249756
H1,69,0.7357164734193831,0.2989347279071808,1.2525135278701782,16.679332733154297,4.986032009124756
H1,70,0.8283526580616933,0.23945070803165436,1.9633101224899292,12.298029899597168,2.9447720050811768
H1,71,0.9233778166703128,0.22292013466358185,1.0143084526062012,12.278478622436523,2.7371201515197754
H1,72,0.6945263618464231,0.2207929939031601,1.6603810787200928,18.071752548217773,3.9901163578033447
H1,73,0.7555895865237366,0.9910234212875366,2.826660633087158,10.260244369506836,10.168142318725586
H1,74,0.8456705316123386,0.18929152190685272,1.6221717596054077,23.628812789916992,4.472733974456787
H1,75,0.06224458542988405,0.01193029060959816,1.0600500106811523,84.91100311279297,1.0130128860473633
H1,76,0.09713410632246773,0.009528474882245064,0.8720231652259827,53.06572341918945,0.5056354403495789
H1,77,0.7467162546488734,0.09699644893407822,0.8789834976196289,18.812454223632812,1.824741244316101
